392,Rayman 2: The Great Escape,https://www.igdb.com/games/rayman-2-the-great-escape
393,California Games,https://www.igdb.com/games/california-games
394,Eve Online,https://www.igdb.com/games/eve-online
395,Guardian Heroes,https://www.igdb.com/games/guardian-heroes
396,Super Smash Bros. Brawl,https://www.igdb.com/games/super-smash-bros-brawl
397,Earthworm Jim,https://www.igdb.com/games/earthworm-jim
398,Worms,https://www.igdb.com/games/worms
399,Hot Shots Golf (Series),https://www.igdb.com/games/hot-shots-golf--1
400,Alpha Centauri,https://www.igdb.com/games/sid-meier-s-alpha-centauri
401,Cave Story,https://www.igdb.com/games/cave-story
402,"World Ends With You, The",https://www.igdb.com/games/the-world-ends-with-you
403,Manic Miner,https://www.igdb.com/games/manic-miner
404,Dragon's Lair,https://www.igdb.com/games/dragon-s-lair
405,Viewtiful Joe,https://www.igdb.com/games/viewtiful-joe
406,Phoenix Wright: Ace Attorney,https://www.igdb.com/games/phoenix-wright-ace-attorney
407,Bomberman,https://www.igdb.com/games/bomberman
408,Xenoblade Chronicles,https://www.igdb.com/games/xenoblade-chronicles
409,Super Castlevania IV,https://www.igdb.com/games/super-castlevania-iv
410,Shinobi,https://www.igdb.com/games/shinobi
411,Indiana Jones and the Fate of Atlantis,https://www.igdb.com/games/indiana-jones-and-the-fate-of-atlantis--1
412,Tempest,https://www.igdb.com/games/tempest
413,Head Over Heels,https://www.igdb.com/games/head-over-heels
414,Pilotwings,https://www.igdb.com/games/pilotwings
415,Crash Bandicoot,https://www.igdb.com/games/crash-bandicoot
416,SimCity 3000,https://www.igdb.com/games/simcity-3000
